,Class,Parent,Ancestor,Sibling
59,Waffle,['Food'],[],"['Fast food', 'Pancake', 'Burrito', 'Snack', 'Dessert', 'Guacamole', 'Fruit', 'Egg (Food)', 'Baked goods', 'Mushroom', 'Pasta', 'Pizza', 'Seafood', 'Taco', 'Cooking spray', 'Vegetable', 'Honeycomb', 'Sandwich', 'Dairy Product', 'Sushi']"
60,Pancake,['Food'],[],"['Fast food', 'Waffle', 'Burrito', 'Snack', 'Dessert', 'Guacamole', 'Fruit', 'Egg (Food)', 'Baked goods', 'Mushroom', 'Pasta', 'Pizza', 'Seafood', 'Taco', 'Cooking spray', 'Vegetable', 'Honeycomb', 'Sandwich', 'Dairy Product', 'Sushi']"
61,Brown bear,['Bear'],"['Carnivore', 'Mammal', 'Animal']","['Panda', 'Polar bear', 'Teddy bear']"
62,Woodpecker,['Bird'],['Animal'],"['Magpie', 'Blue jay', 'Ostrich', 'Penguin', 'Raven', 'Chicken', 'Eagle', 'Owl', 'Duck', 'Canary', 'Goose', 'Swan', 'Falcon', 'Parrot', 'Sparrow', 'Turkey']"
63,Blue jay,['Bird'],['Animal'],"['Magpie', 'Woodpecker', 'Ostrich', 'Penguin', 'Raven', 'Chicken', 'Eagle', 'Owl', 'Duck', 'Canary', 'Goose', 'Swan', 'Falcon', 'Parrot', 'Sparrow', 'Turkey']"
64,Pretzel,"['Snack', 'Baked goods']",['Food'],"['Popcorn', 'Cookie', 'Bagel', 'Muffin', 'Bread', 'Pastry']"
65,Bagel,['Baked goods'],['Food'],"['Pretzel', 'Muffin', 'Cookie', 'Bread', 'Pastry']"
66,Tower,['Building'],[],"['Tree house', 'Lighthouse', 'Skyscraper', 'Castle', 'House', 'Office building', 'Convenience store']"
67,Teapot,['Tableware'],['Kitchenware'],"['Chopsticks', 'Mug', 'Coffee cup', 'Salt and pepper shakers', 'Mixing bowl', 'Saucer', 'Cocktail shaker', 'Bottle', 'Bowl', 'Plate', 'Pitcher (Container)', 'Kitchen knife', 'Jug', 'Platter', 'Wine glass', 'Spoon', 'Fork', 'Serving tray', 'Cake stand']"
68,Person,[],[],"['Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
69,Bow and arrow,"['Sports equipment', 'Weapon']",['Building'],"['Paddle', 'Ball', 'Bicycle', 'Surfboard', 'Hiking equipment', 'Roller skates', 'Flying disc', 'Baseball bat', 'Baseball glove', 'Punching bag', 'Golf ball', 'Personal flotation device', 'Scoreboard', 'Snowboard', 'Skateboard', 'Ski', 'Bowling equipment', 'Dumbbell', 'Stationary bicycle', 'Treadmill', 'Training bench', 'Indoor rower', 'Horizontal bar', 'Parachute', 'Racket', 'Balance beam', 'Helmet', 'Billiard table', 'Cannon', 'Dagger', 'Knife', 'Rifle', 'Shotgun', 'Tank', 'Axe', 'Handgun', 'Sword', 'Missile', 'Bomb']"
70,Swimwear,['Clothing'],[],"['Shorts', 'Dress', 'Brassiere', 'Tiara', 'Shirt', 'Coat', 'Suit', 'Hat', 'Scarf', 'Skirt', 'Jacket', 'Fashion accessory', 'Swim cap', 'Trousers', 'Footwear', 'Sports uniform', 'Luggage and bags', 'Helmet']"
71,Beehive,[],[],"['Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
72,Brassiere,['Clothing'],[],"['Shorts', 'Dress', 'Swimwear', 'Tiara', 'Shirt', 'Coat', 'Suit', 'Hat', 'Scarf', 'Skirt', 'Jacket', 'Fashion accessory', 'Swim cap', 'Trousers', 'Footwear', 'Sports uniform', 'Luggage and bags', 'Helmet']"
73,Bee,['Insect'],"['Invertebrate', 'Animal']","['Beetle', 'Ant', 'Moths and butterflies', 'Dragonfly']"
74,Bat (Animal),['Mammal'],['Animal'],"['Carnivore', 'Camel', 'Cattle', 'Giraffe', 'Rhinoceros', 'Goat', 'Horse', 'Hamster', 'Kangaroo', 'Koala', 'Mouse', 'Pig', 'Rabbit', 'Squirrel', 'Sheep', 'Zebra', 'Monkey', 'Hippopotamus', 'Deer', 'Elephant', 'Porcupine', 'Hedgehog', 'Bull', 'Antelope', 'Mule', 'Marine mammal', 'Skunk', 'Alpaca', 'Armadillo']"
75,Starfish,['Marine invertebrates'],"['Invertebrate', 'Animal']","['Isopod', 'Squid', 'Lobster', 'Jellyfish', 'Shrimp', 'Crab']"
76,Popcorn,['Snack'],['Food'],"['Pretzel', 'Cookie']"
77,Burrito,['Food'],[],"['Fast food', 'Waffle', 'Pancake', 'Snack', 'Dessert', 'Guacamole', 'Fruit', 'Egg (Food)', 'Baked goods', 'Mushroom', 'Pasta', 'Pizza', 'Seafood', 'Taco', 'Cooking spray', 'Vegetable', 'Honeycomb', 'Sandwich', 'Dairy Product', 'Sushi']"
78,Chainsaw,['Tool'],['Building'],"['Container', 'Ladder', 'Toothbrush', 'Screwdriver', 'Drill (Tool)', 'Wrench', 'Flashlight', 'Scissors', 'Ratchet (Device)', 'Kitchen utensil', 'Hammer', 'Scale', 'Snowplow', 'Nail (Construction)', 'Tripod', 'Torch', 'Chisel', 'Axe', 'Camera', 'Grinder', 'Ruler', 'Binoculars']"
79,Balloon,['Toy'],[],"['Doll', 'Dice', 'Flying disc', 'Kite', 'Teddy bear']"
80,Wrench,['Tool'],['Building'],"['Container', 'Ladder', 'Toothbrush', 'Screwdriver', 'Drill (Tool)', 'Chainsaw', 'Flashlight', 'Scissors', 'Ratchet (Device)', 'Kitchen utensil', 'Hammer', 'Scale', 'Snowplow', 'Nail (Construction)', 'Tripod', 'Torch', 'Chisel', 'Axe', 'Camera', 'Grinder', 'Ruler', 'Binoculars']"
81,Tent,[],[],"['Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
82,Vehicle registration plate,['Auto part'],"['Land vehicle', 'Vehicle']","['Wheel', 'Seat belt', 'Tire']"
83,Lantern,[],[],"['Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
84,Toaster,['Home appliance'],[],"['Washing machine', 'Oven', 'Blender', 'Gas stove', 'Mechanical fan', 'Heater', 'Kettle', 'Hair dryer', 'Refrigerator', 'Wood-burning stove', 'Humidifier', 'Mixer', 'Coffeemaker', 'Microwave oven', 'Dishwasher', 'Sewing machine', 'Hand dryer', 'Ceiling fan']"
85,Flashlight,['Tool'],['Building'],"['Container', 'Ladder', 'Toothbrush', 'Screwdriver', 'Drill (Tool)', 'Chainsaw', 'Wrench', 'Scissors', 'Ratchet (Device)', 'Kitchen utensil', 'Hammer', 'Scale', 'Snowplow', 'Nail (Construction)', 'Tripod', 'Torch', 'Chisel', 'Axe', 'Camera', 'Grinder', 'Ruler', 'Binoculars']"
86,Billboard,[],[],"['Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
87,Tiara,"['Clothing', 'Fashion accessory']",['Clothing'],"['Shorts', 'Dress', 'Swimwear', 'Brassiere', 'Shirt', 'Coat', 'Suit', 'Hat', 'Scarf', 'Skirt', 'Jacket', 'Fashion accessory', 'Swim cap', 'Trousers', 'Footwear', 'Sports uniform', 'Luggage and bags', 'Helmet', 'Glove', 'Belt', 'Sunglasses', 'Necklace', 'Sock', 'Earrings', 'Tie', 'Goggles', 'Handbag', 'Watch', 'Umbrella', 'Glasses', 'Crown']"
88,Limousine,['Car'],"['Land vehicle', 'Vehicle']",['Van']
89,Necklace,['Fashion accessory'],['Clothing'],"['Glove', 'Belt', 'Sunglasses', 'Tiara', 'Sock', 'Earrings', 'Tie', 'Goggles', 'Hat', 'Scarf', 'Handbag', 'Watch', 'Umbrella', 'Glasses', 'Crown']"
90,Carnivore,['Mammal'],['Animal'],"['Bat (Animal)', 'Camel', 'Cattle', 'Giraffe', 'Rhinoceros', 'Goat', 'Horse', 'Hamster', 'Kangaroo', 'Koala', 'Mouse', 'Pig', 'Rabbit', 'Squirrel', 'Sheep', 'Zebra', 'Monkey', 'Hippopotamus', 'Deer', 'Elephant', 'Porcupine', 'Hedgehog', 'Bull', 'Antelope', 'Mule', 'Marine mammal', 'Skunk', 'Alpaca', 'Armadillo']"
91,Scissors,"['Office supplies', 'Tool']",['Building'],"['Poster', 'Calculator', 'Box', 'Stapler', 'Whiteboard', 'Pencil sharpener', 'Eraser', 'Fax', 'Adhesive tape', 'Ring binder', 'Pencil case', 'Plastic bag', 'Paper cutter', 'Toilet paper', 'Envelope', 'Pen', 'Container', 'Ladder', 'Toothbrush', 'Screwdriver', 'Drill (Tool)', 'Chainsaw', 'Wrench', 'Flashlight', 'Ratchet (Device)', 'Kitchen utensil', 'Hammer', 'Scale', 'Snowplow', 'Nail (Construction)', 'Tripod', 'Torch', 'Chisel', 'Axe', 'Camera', 'Grinder', 'Ruler', 'Binoculars']"
92,Stairs,[],[],"['Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
93,Computer keyboard,['Building'],[],"['Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Musical keyboard', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
94,Printer,['Building'],[],"['Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Musical keyboard', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
95,Traffic sign,[],[],"['Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Fire hydrant', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
96,Chair,['Furniture'],[],"['Cabinetry', 'Desk', 'Wine rack', 'Couch', 'Wardrobe', 'Nightstand', 'Bookcase', 'Bed', 'Filing cabinet', 'Table', 'Chest of drawers', 'Cupboard', 'Bench', 'Drawer', 'Stool', 'Shelf', 'Wall clock', 'Bathroom cabinet', 'Closet']"
97,Shirt,['Clothing'],[],"['Shorts', 'Dress', 'Swimwear', 'Brassiere', 'Tiara', 'Coat', 'Suit', 'Hat', 'Scarf', 'Skirt', 'Jacket', 'Fashion accessory', 'Swim cap', 'Trousers', 'Footwear', 'Sports uniform', 'Luggage and bags', 'Helmet']"
98,Poster,['Office supplies'],[],"['Scissors', 'Calculator', 'Box', 'Stapler', 'Whiteboard', 'Pencil sharpener', 'Eraser', 'Fax', 'Adhesive tape', 'Ring binder', 'Pencil case', 'Plastic bag', 'Paper cutter', 'Toilet paper', 'Envelope', 'Pen']"
99,Cheese,['Dairy Product'],['Food'],['Milk']
100,Sock,['Fashion accessory'],['Clothing'],"['Glove', 'Belt', 'Sunglasses', 'Tiara', 'Necklace', 'Earrings', 'Tie', 'Goggles', 'Hat', 'Scarf', 'Handbag', 'Watch', 'Umbrella', 'Glasses', 'Crown']"
101,Fire hydrant,[],[],"['Coin', 'Flag', 'Light bulb', 'Toy', 'Home appliance', 'Plumbing fixture', 'Office supplies', 'Paper towel', 'Pillow', 'Kitchenware', 'Fireplace', 'Countertop', 'Book', 'Furniture', 'Dog bed', 'Cat furniture', 'Lantern', 'Clock', 'Vase', 'Window blind', 'Curtain', 'Mirror', 'Sculpture', 'Picture frame', 'Candle', 'Lamp', 'Bathroom accessory', 'Beehive', 'Tent', 'Parking meter', 'Traffic light', 'Billboard', 'Traffic sign', 'Fountain', 'Street light', 'Jacuzzi', 'Building', 'Swimming pool', 'Person', 'Food', 'Plant', 'Vehicle', 'Clothing', 'Animal', 'Cosmetics', 'Personal care', 'Medical equipment', 'Musical instrument', 'Sports equipment', 'Tool', 'Weapon', 'Cassette deck', 'Headphones', 'Laptop', 'Computer keyboard', 'Printer', 'Computer mouse', 'Computer monitor', 'Power plugs and sockets', 'Light switch', 'Television', 'Telephone', 'Tablet computer', 'Microphone', 'Ipod', 'Remote control', 'Drink', 'Bicycle wheel', 'Door handle', 'Door', 'Window', 'Stairs', 'Porch', 'Human eye', 'Skull', 'Human head', 'Human face', 'Human mouth', 'Human ear', 'Human nose', 'Human hair', 'Human hand', 'Human foot', 'Human arm', 'Human leg', 'Human beard', 'Human body', 'Auto part', 'Coconut']"
102,Land vehicle,['Vehicle'],[],"['Watercraft', 'Aircraft']"
103,Earrings,['Fashion accessory'],['Clothing'],"['Glove', 'Belt', 'Sunglasses', 'Tiara', 'Necklace', 'Sock', 'Tie', 'Goggles', 'Hat', 'Scarf', 'Handbag', 'Watch', 'Umbrella', 'Glasses', 'Crown']"
104,Tie,['Fashion accessory'],['Clothing'],"['Glove', 'Belt', 'Sunglasses', 'Tiara', 'Necklace', 'Sock', 'Earrings', 'Goggles', 'Hat', 'Scarf', 'Handbag', 'Watch', 'Umbrella', 'Glasses', 'Crown']"
105,Watercraft,['Vehicle'],[],"['Land vehicle', 'Aircraft']"
106,Cabinetry,['Furniture'],[],"['Chair', 'Desk', 'Wine rack', 'Couch', 'Wardrobe', 'Nightstand', 'Bookcase', 'Bed', 'Filing cabinet', 'Table', 'Chest of drawers', 'Cupboard', 'Bench', 'Drawer', 'Stool', 'Shelf', 'Wall clock', 'Bathroom cabinet', 'Closet']"
